"CODIGO","TIPOCODIGO","TIPOPRODUCTO","NOMBRE","DENOMINACIONCOMUN","CONCENTRACION","FORMAFARMACEUTICA","FORMAFARMACEUTICASIMP","LABORATORIO","PAIS","PRESENTACION","UNIDADENVASE","SITUACION","NUMREGISTROSANITARIO"
"7702418004948","GTIN_13","PRODUCTO FARMACEUTICO","CILOSTAL","CILOSTAZOL","50 mg","TABLETA","TABLETA","MERCK","COLOMBIA","CAJA TAB","30","ACTIVO","EE04930"
"7702605151356","GTIN_13","PRODUCTO FARMACEUTICO","KETOROLACO","KETOROLACO","30 mg/mL","SOLUCION INYECTABLE","INYECTABLE","SANOFI AVENTIS","COLOMBIA","AMPOLLA X 1 ML","5","ACTIVO","EE01184"
"7702605151400","GTIN_13","PRODUCTO FARMACEUTICO","LINCOMICINA","LINCOMICINA","600 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","SANOFI AVENTIS","COLOMBIA","AMPOLLA X 2 ML","6","ACTIVO","EE01106"
"7702605153329","GTIN_13","PRODUCTO FARMACEUTICO","MINOCICLINA","MINOCICLINA","100 mg","CAPSULA","CAPSULA","SANOFI AVENTIS","COLOMBIA","CAJA CAPS","10","ACTIVO","EE03106"
"7702870653364","GTIN_13","PRODUCTO FARMACEUTICO","ARLETTE 28","DESOGESTREL","0.075 mg","TABLETA RECUBIERTA","TABLETA","FARMINDUSTRIA","COLOMBIA","CAJA TAB","28","ACTIVO","EE07319"
"7703153023782","GTIN_13","PRODUCTO FARMACEUTICO","MEROBAC","MEROPENEM","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","UNIMED","COLOMBIA","VIAL","1","ACTIVO","EE03358"
"7705959881108","GTIN_13","PRODUCTO FARMACEUTICO","ROSUVASTINA","ROSUVASTATINA","10 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","COLOMBIA","CAJA COMP","14","ACTIVO","EE00503"
"7705959882167","GTIN_13","PRODUCTO FARMACEUTICO","TADALAFILO","TADALAFILO","5 mg","COMPRIMIDO RECUBIERTO","TABLETA","SANOFI AVENTIS","COLOMBIA","CAJA COMP","28","ACTIVO","EE03654"
"7707184600103","GTIN_13","DISPOSITIVO MEDICO","GUARDIX","BARRERAS DE PIEL","","INSUMO MEDICO","DISPOSITIVO MEDICO","KYAL PHARMA","COREA DEL SUR","JERINGA PRELLENADA X 5 G","1","ACTIVO","DM9967E"
"7707189521083","GTIN_13","PRODUCTO FARMACEUTICO","CLUVAX","CLINDAMICINA + CLOTRIMAZOL","2% + 1%","CREMA","CREMA","FARMINDUSTRIA","COLOMBIA","TUBO X 20 G + APLICADOR","1","ACTIVO","EE08339"
"7750304010009","GTIN_13","PRODUCTO FARMACEUTICO","CEFABAC","CEFACLOR","250 mg/5 mL","POLVO PARA SOLUCION ORAL","LIQUIDO ORAL","FARMINDUSTRIA","COLOMBIA","FRASCO X 100 ML","1","ACTIVO","EE05473"
"7750304010429","GTIN_13","PRODUCTO FARMACEUTICO","PARATEX","PARACETAMOL","1 g","TABLETA RECUBIERTA","TABLETA","FARMINDUSTRIA","PERÚ","CAJA TAB","20","ACTIVO","EN04903"
"7750304052252","GTIN_13","PRODUCTO FARMACEUTICO","NIMOFAR PLUS","CITICOLINA + NIMODIPINO","100 mg + 30 mg","TABLETA RECUBIERTA","TABLETA","FARMINDUSTRIA","PERÚ","CAJA TAB","30","ACTIVO","EN07166"
"7750304644983","GTIN_13","PRODUCTO FARMACEUTICO","RISPERIDONA","RISPERIDONA","2 mg","TABLETA RECUBIERTA","TABLETA","FARMINDUSTRIA","PERÚ","CAJA TAB","20","ACTIVO","EN01877"
"7750500000897","GTIN_13","PRODUCTO FARMACEUTICO","ESCOPOLAMINA","N-BUTILBROMURO DE ESCOPOLAMINA","20 mg/mL","SOLUCION INYECTABLE","INYECTABLE","DANY","PERÚ","AMPOLLA X 1 ML","25","ACTIVO","EN03961"
"7750500000989","GTIN_13","PRODUCTO FARMACEUTICO","CEFAZOLINA","CEFAZOLINA","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","DANY","CHINA","VIAL","10","ACTIVO","EE03556"
"7750769500831","GTIN_13","PRODUCTO FARMACEUTICO","HIBICLEN AV ESPUMA","CLORHEXIDINA","2%","SOLUCION TOPICA","SOLUCION TOPICA","ROKER","PERÚ","FRASCO X 1 L","1","ACTIVO","EN02140"
"7750831018899","GTIN_13","PRODUCTO FARMACEUTICO","PROCINOX","LEVOSULPIRIDA","25 mg","TABLETA","TABLETA","TEVA","PERÚ","CAJA TAB","20","ACTIVO","EN03628"
"7750831019353","GTIN_13","PRODUCTO FARMACEUTICO","TELZAAR","TELMISARTAN","40 mg","TABLETA","TABLETA","TEVA","INDIA","CAJA TAB","14","ACTIVO","EE03560"
"7750831019360","GTIN_13","PRODUCTO FARMACEUTICO","TELZAAR","TELMISARTAN","80 mg","TABLETA","TABLETA","TEVA","INDIA","CAJA TAB","14","ACTIVO","EE03561"
"7750831019612","GTIN_13","PRODUCTO FARMACEUTICO","TELZAAR PLUS","TELMISARTAN + HIDROCLOROTIAZIDA","80 mg + 12.5 mg","TABLETA","TABLETA","TEVA","MALTA","CAJA TAB","28","ACTIVO","EE05289"
"7750936001529","GTIN_13","PRODUCTO FARMACEUTICO","FLAVURIL ECO","BROMURO DE IPRATROPIO","20 mcg/Dosis","SOLUCION PARA INHALACION","AEROSOL","AC FARMA","ESPAÑA","FRASCO X 200 DOSIS","1","ACTIVO","EE03906"
"7750936003684","GTIN_13","PRODUCTO FARMACEUTICO","IZONIT M","MONONITRATO DE ISOSORBIDA","40 mg","TABLETA","TABLETA","AC FARMA","PERÚ","CAJA TAB","20","ACTIVO","EN04835"
"7750942001902","GTIN_13","PRODUCTO FARMACEUTICO","DOLOL ANTIGRIPAL NF","FENILEFRINA + GUAIFENESINA + PARACETAMOL","5 mg + 100 mg + 250 mg","TABLETA RECUBIERTA","TABLETA","IQFARMA","PERÚ","CAJA TAB","100","ACTIVO","EN07531 , N25058"
"7750942005054","GTIN_13","PRODUCTO FARMACEUTICO","LEVOSTA","BENSERAZIDA + LEVODOPA","50 mg + 200 mg","TABLETA","TABLETA","IQFARMA","PERÚ","CAJA TAB","30","ACTIVO","EN04955"
"7750942006433","GTIN_13","PRODUCTO FARMACEUTICO","RIFEX D FORTE","LOSARTAN + HIDROCLOROTIAZIDA","100 mg + 25 mg","TABLETA RECUBIERTA","TABLETA","IQFARMA","PERÚ","CAJA TAB","30","ACTIVO","EN01549"
"7750942008529","GTIN_13","PRODUCTO FARMACEUTICO","PLUXIME","CEFIXIMA","400 mg","TABLETA RECUBIERTA","TABLETA","IQFARMA","PERÚ","CAJA TAB","8","ACTIVO","EN06553"
"7750958002269","GTIN_13","PRODUCTO FARMACEUTICO","TEREKOL","TERBINAFINA","250 mg","TABLETA","TABLETA","MEGA LABS","PERÚ","CAJA TAB","28","ACTIVO","EN06044"
"7750961000153","GTIN_13","PRODUCTO FARMACEUTICO","DIPROGENTA SP","BETAMETASONA + GENTAMICINA","0.05 g + 0.1 g/100 g","CREMA","CREMA","MSD","MÉXICO","TUBO X 15 G","1","ACTIVO","EE01534"
"7759307012041","GTIN_13","PRODUCTO FARMACEUTICO","KETOZOL","KETOROLACO","60 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","MEDIFARMA","PERÚ","AMPOLLA X 2 ML","10","ACTIVO","EN00060"
"7759307433358","GTIN_13","PRODUCTO FARMACEUTICO","PACITRAN","DIAZEPAM","10 mg","TABLETA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","100","ACTIVO","EN03303"
"7759598000260","GTIN_13","PRODUCTO FARMACEUTICO","ILOSONE","ERITROMICINA","500 mg","TABLETA RECUBIERTA","TABLETA","QUIMICA SUIZA","PERÚ","CAJA TAB","100","ACTIVO","EN07775 , N21412"
"7759604000635","GTIN_13","PRODUCTO FARMACEUTICO","HEPABIONTA","MULTIVITAMINAS","","GRAGEA","TABLETA","P&G","PERÚ","CAJA GRAG","200","ACTIVO","DN0051"
"7795373000834","GTIN_13","PRODUCTO FARMACEUTICO","IVERCREM","IVERMECTINA","1%","CREMA","CREMA","D&M PHARMA","ARGENTINA","TUBO X 30 G","1","ACTIVO","EE05631"
"7798006872259","GTIN_13","PRODUCTO FARMACEUTICO","PACLITAXEL","PACLITAXEL","30 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","GP PHARM","ARGENTINA","VIAL X 5 ML","1","ACTIVO","EE05417"
"7800026015162","GTIN_13","PRODUCTO FARMACEUTICO","ARLETTE 28","DESOGESTREL","0.075mg","COMPRIMIDO RECUBIERTO","TABLETA","FARMINDUSTRIA","CHILE","CAJA COMP","28","ACTIVO","EE01166"
"7800026026465","GTIN_13","PRODUCTO FARMACEUTICO","T - INMUN","TACROLIMUS","0.1%","UNGUENTO","UNGUENTO","FARMINDUSTRIA","CHILE","TUBO X 15 G","1","ACTIVO","EE03196"
"7800060137653","GTIN_13","PRODUCTO FARMACEUTICO","KEVAL","ELETRIPTAN","40 mg","COMPRIMIDO RECUBIERTO","TABLETA","FARMAVAL","CHILE","CAJA COMP","2","ACTIVO","EE06576"
"7800062000320","GTIN_13","PRODUCTO FARMACEUTICO","VERAPAMILO CLORHIDRATO","VERAPAMILO","5 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","FRESENIUS KABI","CHILE","AMPOLLA X 2 ML","1","ACTIVO","EE08019"
"7800062002621","GTIN_13","PRODUCTO FARMACEUTICO","LANATOSIDO C","LANATOSIDO C","0.4 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","FRESENIUS KABI","CHILE","AMPOLLA X 2 ML","1","ACTIVO","EG1029"
"7896548139004","GTIN_13","PRODUCTO FARMACEUTICO","NAPHTEARS","NAFAZOLINA","0.012%","SOLUCION OFTALMICA","COLIRIO","ALCON","BRASIL","FRASCO X 15 ML","1","ACTIVO","EE08318"
"8431166181302","GTIN_13","COSMETICO","LETI AT4 LECHE CORPORAL","PRODUCTO DERMATOLOGICO","","LOCION","SOLUCION TOPICA","LETI","ESPAÑA","FRASCO X 250 ML","1","ACTIVO","NSOC02433-09EC"
"8431166181333","GTIN_13","COSMETICO","LETI AT4 CREMA FACIAL","PRODUCTO DERMATOLOGICO","","CREMA","CREMA","LETI","ESPAÑA","FRASCO X 50 ML","1","ACTIVO","NSOC02431-09EC"
"8437019299040","GTIN_13","PRODUCTO FARMACEUTICO","GESTAGENO","PROGESTERONA","200 mg","CAPSULA BLANDA","CAPSULA","EXELTIS","ESPAÑA","CAJA CAPS","30","ACTIVO","EE04668"
"8904093816772","GTIN_13","PRODUCTO FARMACEUTICO","RITONAVIR","RITONAVIR","100 mg","TABLETA RECUBIERTA","TABLETA","PHARMARIS","INDIA","CAJA TAB","30","ACTIVO","EE02392"
"8906004260803","GTIN_13","PRODUCTO FARMACEUTICO","NITROCIN","NITROGLICERINA","25 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","CADILLO","INDIA","AMPOLLA X 5 ML","5","ACTIVO","EE04356"
"4046241002003","GTIN_13","PRODUCTO FARMACEUTICO","CAPD/DPCA 4 ANDY DISC","SOLUCION PARA DIALISIS PERITONEAL","","SOLUCION PARA DIALISIS PERITONEAL","INYECTABLE","FRESENIUS KABI","ALEMANIA","BOLSA X 2 L","1","ACTIVO","EE01412"
"3664798025897","GTIN_13","PRODUCTO FARMACEUTICO","EUVAX B PEDIATRICO","VACUNA ANTIHEPATITIS B","10 mcg/0.5 mL","SUSPENSION INYECTABLE","INYECTABLE","SANOFI AVENTIS","COREA DEL SUR","VIAL X 0.5 ML + JERINGA","1","ACTIVO","BE00053"
"5000483111472","GTIN_13","PRODUCTO FARMACEUTICO","BOOSTRIX","VACUNA ANTIDIFTERICA, ANTITETANICA Y ANTIPERTUSICA","","SUSPENSION INYECTABLE","INYECTABLE","GSK","FRANCIA","JERINGA PRELLENADA X 0.5 ML","1","ACTIVO","BE01095"
"7707141349298","GTIN_13","PRODUCTO FARMACEUTICO","CLORURO DE SODIO","CLORURO DE SODIO","0.9%","SOLUCION INYECTABLE","INYECTABLE","HERSIL - BAXTER","COLOMBIA","BOLSA X 250 ML","1","ACTIVO","EE00488"
"7751309000071","GTIN_13","DISPOSITIVO MEDICO","EPIDERM CLEAR SILICONE GEL SHEETING","COMPRESAS DE GEL","EDG-1000 14.5 x 3.5 x 0.09 cm","INSUMO MEDICO","DISPOSITIVO MEDICO","DISPOLAB","ESTADOS UNIDOS","CAJA","1","ACTIVO","DM11592E"
"7751370000352","GTIN_13","DISPOSITIVO MEDICO","COPPON FAMILIA","BOLAS O FIBRAS DE ALGODON","","INSUMO MEDICO","DISPOSITIVO MEDICO","ALGOTEC","PERÚ","BOLSA X 100 G","1","ACTIVO","DM0411N"
"7751370000369","GTIN_13","DISPOSITIVO MEDICO","COPPON FAMILIA","BOLAS O FIBRAS DE ALGODON","","INSUMO MEDICO","DISPOSITIVO MEDICO","ALGOTEC","PERÚ","BOLSA X 50 G","1","ACTIVO","DM0411N"
"7751370000376","GTIN_13","DISPOSITIVO MEDICO","COPPON FAMILIA","BOLAS O FIBRAS DE ALGODON","","INSUMO MEDICO","DISPOSITIVO MEDICO","ALGOTEC","PERÚ","BOLSA X 25 G","1","ACTIVO","DM0411N"
"7751469000256","GTIN_13","PRODUCTO FARMACEUTICO","MIRCERA","METOXI-POLIETILENGLICOL EPOETINA BETA","100 mcg/0.3 mL","SOLUCION INYECTABLE","INYECTABLE","ROCHE FARMA","ALEMANIA","JERINGA PRELLENADA X 0.3 ML","1","ACTIVO","BE00455"
"7751940000904","GTIN_13","PRODUCTO FARMACEUTICO","EUCARBON","PRODUCTO NATURAL","","TABLETA","TABLETA","DEUTSCHE PHARMA","AUSTRIA","CAJA TAB","30","ACTIVO","PNE1359"
"7751946002292","GTIN_13","PRODUCTO FARMACEUTICO","GOTECINA","COLCHICINA","0.5 mg","TABLETA","TABLETA","SHERFARMA","PERÚ","CAJA TAB","100","ACTIVO","EN00371"
"7752650109253","GTIN_13","DISPOSITIVO MEDICO","ALGODON HIDROFILO","BOLAS O FIBRAS DE ALGODON","","INSUMO MEDICO","DISPOSITIVO MEDICO","CKF INDUSTRIAL","PERÚ","BOLSA X 50 G","1","ACTIVO","DM0013N"
"7753398000987","GTIN_13","PRODUCTO FARMACEUTICO","HALOPERIDOL","HALOPERIDOL","2 mg/mL","SOLUCION ORAL","LIQUIDO ORAL","EUROFARMA","PERÚ","FRASCO GOTERO X 20 ML","1","ACTIVO","EN03017 , NG1415"
"7753409000159","GTIN_13","PRODUCTO FARMACEUTICO","LOSAREN","LOSARTAN","50 mg","TABLETA RECUBIERTA","TABLETA","BONAPHARM","INDIA","CAJA TAB","30","ACTIVO","E21970 , EE01930"
"7753464000118","GTIN_13","PRODUCTO FARMACEUTICO","AGUA DE AZAHAR","AGUA DE AZAHAR","","SOLUCION ORAL","LIQUIDO ORAL","ALKOFARMA","PERÚ","FRASCO X 120 ML","1","ACTIVO","GN0023"
"7753464000583","GTIN_13","PRODUCTO FARMACEUTICO","BICARBONATO DE SODIO","BICARBONATO DE SODIO","","POLVO PARA SOLUCION ORAL","LIQUIDO ORAL","ALKOFARMA","PERÚ","FRASCO X 100 G","1","ACTIVO","GN0040"
"7753709000378","GTIN_13","PRODUCTO FARMACEUTICO","BETAMETASONA","BETAMETASONA","4 mg/mL","SOLUCION INYECTABLE","INYECTABLE","OTARVASQ","PERÚ","AMPOLLA X 1 ML","25","ACTIVO","EN00934"
"7754662000832","GTIN_13","PRODUCTO FARMACEUTICO","CLOVIRAX","ACICLOVIR","200 mg","TABLETA","TABLETA","OQ PHARMA","CHINA","CAJA TAB","100","ACTIVO","EE01719"
"7754662002195","GTIN_13","PRODUCTO FARMACEUTICO","TRADOLOR","TRAMADOL","50 mg","TABLETA RECUBIERTA","TABLETA","OQ PHARMA","CHINA","CAJA TAB","100","ACTIVO","EE04878"
"7757310003315","GTIN_13","PRODUCTO FARMACEUTICO","CORIFAN","CLORFENAMINA","10 mg/mL","SOLUCION INYECTABLE","INYECTABLE","HERSIL","PERÚ","AMPOLLA X 1 ML","1","ACTIVO","EN01923"
"7757398003658","GTIN_13","PRODUCTO FARMACEUTICO","GYNO-ZALAIN","SERTACONAZOL","2%","CREMA VAGINAL","CREMA","FERQUIM","PERÚ","TUBO X 40 G + APLICADOR","1","ACTIVO","EN04504"
"7758713002264","GTIN_13","PRODUCTO FARMACEUTICO","FLUARIX","VACUNA ANTIINFLUENZA TETRAVALENTE","","SUSPENSION INYECTABLE","INYECTABLE","GSK","ALEMANIA","JERINGA PRELLENADA X 0.5 ML","1","ACTIVO","BE01108"
"7758967000139","GTIN_13","PRODUCTO FARMACEUTICO","CEFALOTINA","CEFALOTINA","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","CORVAL","COLOMBIA","VIAL","10","ACTIVO","EE06482"
"7758975000121","GTIN_13","PRODUCTO FARMACEUTICO","PROCORALAN","IVABRADINA","5 mg","COMPRIMIDO RECUBIERTO","TABLETA","SERVIER","FRANCIA","CAJA COMP","28","ACTIVO","E22918 , EE08559"
"7759307000154","GTIN_13","PRODUCTO FARMACEUTICO","LEVOCERT","LEVOCETIRIZINA","5 mg","TABLETA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","100","ACTIVO","EN01905"
"7759307000550","GTIN_13","PRODUCTO FARMACEUTICO","CLINDAMICINA","CLINDAMICINA","600 mg/4 mL","SOLUCION INYECTABLE","INYECTABLE","MEDIFARMA","PERÚ","AMPOLLA X 4 ML","1","ACTIVO","EN05269"
"7759307004725","GTIN_13","PRODUCTO FARMACEUTICO","ULCERAN","ESOMEPRAZOL","20 mg","TABLETA DE LIBERACION RETARDADA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","28","ACTIVO","EN07776"
"7759307005715","GTIN_13","PRODUCTO FARMACEUTICO","LEVOCERT","LEVOCETIRIZINA","5 mg/mL","SOLUCION ORAL","LIQUIDO ORAL","MEDIFARMA","PERÚ","FRASCO GOTERO X 15 ML","1","ACTIVO","EN03928"
"7759307008235","GTIN_13","PRODUCTO FARMACEUTICO","MUCOBRONCOL","AMBROXOL","30 mg/5 mL","JARABE","LIQUIDO ORAL","MEDIFARMA","PERÚ","FRASCO X 120 ML","1","ACTIVO","EN03647"
"7759307011600","GTIN_13","PRODUCTO FARMACEUTICO","HEXIDINE A.V.A.","CLORHEXIDINA","4%","SOLUCION TOPICA","SOLUCION TOPICA","MEDIFARMA","PERÚ","FRASCO X 60 ML","1","ACTIVO","EN06058"
"7759307011655","GTIN_13","PRODUCTO FARMACEUTICO","MEJORAL FLEX","CLORZOXAZONA + PARACETAMOL","250 mg + 300 mg","TABLETA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","100","ACTIVO","EN01407"
"7759307011945","GTIN_13","PRODUCTO FARMACEUTICO","LEVODANTINA","LEVOFLOXACINO","500 mg","TABLETA RECUBIERTA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","14","ACTIVO","EN06254"
"7759307012072","GTIN_13","PRODUCTO FARMACEUTICO","MEDIFENONA","PROPAFENONA","150 mg","TABLETA RECUBIERTA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","30","ACTIVO","EN06274"
"7759307012935","GTIN_13","PRODUCTO FARMACEUTICO","LEVODANTINA","LEVOFLOXACINO","750 mg","TABLETA RECUBIERTA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","5","ACTIVO","EN06703"
"7759307146524","GTIN_13","PRODUCTO FARMACEUTICO","LECHE DE MAGNESIA PHILLIPS","HIDROXIDO DE MAGNESIO","425 mg/5 mL","SUSPENSION ORAL","LIQUIDO ORAL","MEDIFARMA","PERÚ","FRASCO X 120 ML","1","ACTIVO","EN04876"
"7795317004393","GTIN_13","PRODUCTO FARMACEUTICO","CILOSTAL","CILOSTAZOL","100 mg","TABLETA","TABLETA","MERCK","COLOMBIA","CAJA TAB","30","ACTIVO","EE05155"
"7795373010888","GTIN_13","PRODUCTO FARMACEUTICO","METRAL","METRONIDAZOL","1%","CREMA","CREMA","D&M PHARMA","ARGENTINA","TUBO X 30 G","1","ACTIVO","EE05673"
"7795373022126","GTIN_13","PRODUCTO FARMACEUTICO","BUTOCORT HFA","BECLOMETASONA + SALBUTAMOL","50 mcg + 100 mcg/Dosis","AEROSOL PARA INHALACION","AEROSOL","D&M PHARMA","ARGENTINA","FRASCO AEROSOL X 250 DOSIS","1","ACTIVO","EE01652"
"7800018185811","GTIN_13","PRODUCTO FARMACEUTICO","TRICONIDAZOL FORTE","TINIDAZOL","1 g","COMPRIMIDO RECUBIERTO","TABLETA","GRÜNENTHAL","CHILE","CAJA COMP","4","ACTIVO","EE04451"
"7800060011816","GTIN_13","PRODUCTO FARMACEUTICO","BEQUIUM","CLORFENAMINA + CODEINA + PSEUDOEFEDRINA","2 mg + 10 mg + 30 mg/5 mL","JARABE","LIQUIDO ORAL","FARMAVAL","CHILE","FRASCO X 120 ML","1","ACTIVO","EE04929"
"8907010000209","GTIN_13","PRODUCTO FARMACEUTICO","RONEM","MEROPENEM","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","OQ PHARMA","INDIA","VIAL","10","ACTIVO","EE03909"
"3664798025903","GTIN_13","PRODUCTO FARMACEUTICO","EUVAX B ADULTO","VACUNA ANTIHEPATITIS B","20 mcg/mL","SUSPENSION INYECTABLE","INYECTABLE","SANOFI AVENTIS","COREA DEL SUR","VIAL X 1 ML","1","ACTIVO","BE0054"
"3664798026009","GTIN_13","PRODUCTO FARMACEUTICO","ADACEL","VACUNA ANTIDIFTERICA, ANTITETANICA Y ANTIPERTUSICA","","SUSPENSION INYECTABLE","INYECTABLE","SANOFI AVENTIS","CANADÁ","FRASCO X 0.5 ML","1","ACTIVO","BE00571"
"4001895928710","GTIN_13","DISPOSITIVO MEDICO","TEGADERM FILM TRANSPARENT FILM DRESSING","APOSITOS TRANSPARENTES","10 cm x 25 cm","INSUMO MEDICO","DISPOSITIVO MEDICO","3M","ESTADOS UNIDOS","BOLSA","1","ACTIVO","DM1457E"
"4030539022927","GTIN_13","PRODUCTO FARMACEUTICO","GELOFUSINE","CLORURO DE SODIO + GELATINA SUCCINILADA","7 g + 40 g/1000 mL","SOLUCION PARA PERFUSION","INYECTABLE","B.BRAUN","SUIZA","FRASCO X 500 ML","1","ACTIVO","EE08093"
"4042809301243","GTIN_13","DISPOSITIVO MEDICO","GYPSONA","MATERIAL DE YESO ORTOPEDICO","6 in x 5YD","INSUMO MEDICO","DISPOSITIVO MEDICO","QUIMICA SUIZA","MÉXICO","CAJA","12","ACTIVO","DM8280E"
"4042809301267","GTIN_13","DISPOSITIVO MEDICO","GYPSONA","MATERIAL DE YESO ORTOPEDICO","8 in x 5YD","INSUMO MEDICO","DISPOSITIVO MEDICO","QUIMICA SUIZA","MÉXICO","CAJA","12","ACTIVO","DM8280E"
"4047725126437","GTIN_13","PRODUCTO FARMACEUTICO","ALBUMINA HUMANA","ALBUMINA HUMANA","20%","SOLUCION PARA PERFUSION","INYECTABLE","MEGA LABS","ALEMANIA","FRASCO X 50 ML","1","ACTIVO","BE00342"
"4048846013651","GTIN_13","PRODUCTO FARMACEUTICO","SIFROL","PRAMIPEXOL","0.25 mg","COMPRIMIDO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","30","ACTIVO","EE04583"
"4048846013668","GTIN_13","PRODUCTO FARMACEUTICO","SIFROL","PRAMIPEXOL","1 mg","COMPRIMIDO","TABLETA","BOEHRINGER","ALEMANIA","CAJA COMP","30","ACTIVO","EE03492"
"4054839439049","GTIN_13","PRODUCTO FARMACEUTICO","GLUCOVANCE","GLIBENCLAMIDA + METFORMINA","2.5 mg + 500 mg","COMPRIMIDO RECUBIERTO","TABLETA","MERCK","FRANCIA","CAJA COMP","30","ACTIVO","EE02959"
"5000456026888","GTIN_13","PRODUCTO FARMACEUTICO","SYMBICORT TURBUHALER","BUDESONIDA + FORMOTEROL","320 mcg + 9 mcg/Dosis","AEROSOL PARA INHALACION","AEROSOL","ASTRAZENECA","SUECIA","FRASCO X 60 DOSIS","1","ACTIVO","EE01116"
"5033439001121","GTIN_13","PRODUCTO FARMACEUTICO","ZINNAT","CEFUROXIMA","500 mg","TABLETA RECUBIERTA","TABLETA","GSK","REINO UNIDO","CAJA TAB","50","ACTIVO","EE03722"
"5600360011903","GTIN_13","PRODUCTO FARMACEUTICO","CIPANCIN","MINOCICLINA","100 mg","COMPRIMIDO RECUBIERTO","TABLETA","MEDIFARMA","PORTUGAL","CAJA COMP","32","ACTIVO","E22812"
"5997001306130","GTIN_13","PRODUCTO FARMACEUTICO","ESMYA","ULIPRISTAL","5 mg","COMPRIMIDO","TABLETA","GEDEON RICHTER","HUNGRÍA","CAJA COMP","28","ACTIVO","EE00783"
"5997001357767","GTIN_13","PRODUCTO FARMACEUTICO","REGULON","DESOGESTREL + ETINILESTRADIOL","0.015 mg + 0.03 mg","COMPRIMIDO RECUBIERTO","TABLETA","GEDEON RICHTER","HUNGRÍA","CAJA COMP","21","ACTIVO","EE03178"
"5997001357781","GTIN_13","PRODUCTO FARMACEUTICO","NOVYNETTE","DESOGESTREL + ETINILESTRADIOL","0.15 mg + 0.020 mg","COMPRIMIDO RECUBIERTO","TABLETA","GEDEON RICHTER","HUNGRÍA","CAJA COMP","21","ACTIVO","EE03269"
"677683068803","GTIN_12","PRODUCTO FARMACEUTICO","CANENTAVIR","ENTECAVIR","1 mg","TABLETA RECUBIERTA","TABLETA","PHARMARIS","CANADÁ","CAJA TAB","30","ACTIVO","EE05235"
"8941100358719","GTIN_13","PRODUCTO FARMACEUTICO","SALBUSEV HFA 200","SALBUTAMOL","100 mcg/Dosis","AEROSOL PARA INHALACION","AEROSOL","SEVEN PHARMA","BANGLADESH","AERSOSOL X 200 DOSIS","1","ACTIVO","EE01904"
"304090017437","GTIN_12","PRODUCTO FARMACEUTICO","PRECEDEX","DEXMEDETOMIDINA","400 mcg/100 mL","SOLUCION PARA PERFUSION","INYECTABLE","PFIZER","ESTADOS UNIDOS","AMPOLLA X 100 ML","10","ACTIVO","EE02682"
"4022495191175","GTIN_13","DISPOSITIVO MEDICO","INTROCAN-W CERTO","CATETER INTRAVENOSO PERIFERICO","24G","INSUMO MEDICO","DISPOSITIVO MEDICO","B.BRAUN","MALASIA","CAJA","50","ACTIVO","DM9799E"
"4022495191328","GTIN_13","DISPOSITIVO MEDICO","INTROCAN CERTO","CATETER INTRAVENOSO PERIFERICO","22 G 0.9 x 25 mm","INSUMO MEDICO","DISPOSITIVO MEDICO","B.BRAUN","MALASIA","CAJA","50","ACTIVO","DM9799E"
"4048846013729","GTIN_13","PRODUCTO FARMACEUTICO","PRAXBIND","IDARUCIZUMAB","2.5 g/50 mL","SOLUCION INYECTABLE","INYECTABLE","BOEHRINGER","ALEMANIA","VIAL X 50 ML","2","ACTIVO","BE01096"
"4086000010030","GTIN_13","PRODUCTO FARMACEUTICO","DIBEN","SUPLEMENTO DIETETICO/NUTRICIONAL","","EMULSION ORAL","LIQUIDO ORAL","FRESENIUS KABI","ALEMANIA","BOLSA X 500 ML","1","ACTIVO","DE2279"
"7707141398845","GTIN_13","PRODUCTO FARMACEUTICO","DIANEAL PD-2 DEXTROSA","SOLUCION PARA DIALISIS PERITONEAL","1.5%","SOLUCION PARA DIALISIS PERITONEAL","INYECTABLE","HERSIL - BAXTER","COLOMBIA","BOLSA X 5000 ML","1","ACTIVO","EE02128"
